year,dhw,site_name
2012,0,Martin County 1
2013,0,Martin County 1
2014,0.48,Martin County 1
2015,0.15,Martin County 1
2016,0,Martin County 1
2017,0,Martin County 1
2018,0,Martin County 1
2019,0,Martin County 1
2020,0.14,Martin County 1
2021,0,Martin County 1
2022,2.26,Martin County 1
2023,2.87,Martin County 1
2024,2.77,Martin County 1
2025,4.55,Martin County 1
1986,0,Martin County 2
1987,0.3,Martin County 2
1988,0,Martin County 2
1989,0,Martin County 2
1990,0,Martin County 2
1991,0,Martin County 2
1992,0,Martin County 2
1993,0,Martin County 2
1994,0,Martin County 2
1995,0,Martin County 2
1996,0,Martin County 2
1997,0.44,Martin County 2
1998,0.88,Martin County 2
1999,0,Martin County 2
2000,0,Martin County 2
2001,0,Martin County 2
2002,0,Martin County 2
2003,0,Martin County 2
2004,0,Martin County 2
2005,1.43,Martin County 2
2006,0,Martin County 2
2007,0,Martin County 2
2008,0,Martin County 2
2009,0.16,Martin County 2
2010,0.14,Martin County 2
2011,0,Martin County 2
2012,0,Martin County 2
2013,0,Martin County 2
2014,0.48,Martin County 2
2015,0.15,Martin County 2
2016,0,Martin County 2
2017,0,Martin County 2
2018,0,Martin County 2
2019,0,Martin County 2
2020,0.14,Martin County 2
2021,0,Martin County 2
2022,2.26,Martin County 2
2023,2.87,Martin County 2
2024,2.77,Martin County 2
2025,4.55,Martin County 2
1986,0,Martin County 3
1987,0.3,Martin County 3
1988,0,Martin County 3
1989,0,Martin County 3
1990,0,Martin County 3
1991,0,Martin County 3
1992,0,Martin County 3
1993,0,Martin County 3
1994,0,Martin County 3
1995,0,Martin County 3
1996,0,Martin County 3
1997,0.44,Martin County 3
1998,0.88,Martin County 3
1999,0,Martin County 3
2000,0,Martin County 3
2001,0,Martin County 3
2002,0,Martin County 3
2003,0,Martin County 3
2004,0,Martin County 3
2005,1.43,Martin County 3
2006,0,Martin County 3
2007,0,Martin County 3
2008,0,Martin County 3
2009,0.16,Martin County 3
2010,0.14,Martin County 3
2011,0,Martin County 3
2012,0,Martin County 3
2013,0,Martin County 3
2014,0.48,Martin County 3
2015,0.15,Martin County 3
2016,0,Martin County 3
2017,0,Martin County 3
2018,0,Martin County 3
2019,0,Martin County 3
2020,0.14,Martin County 3
2021,0,Martin County 3
2022,2.26,Martin County 3
2023,2.87,Martin County 3
2024,2.77,Martin County 3
2025,4.55,Martin County 3
1986,0,Cliff Green
1987,0.33,Cliff Green
1988,0,Cliff Green
1989,0.15,Cliff Green
1990,0,Cliff Green
1991,1.56,Cliff Green
1992,0,Cliff Green
1993,1.11,Cliff Green
1994,0,Cliff Green
1995,0,Cliff Green
1996,0,Cliff Green
1997,4.06,Cliff Green
1998,2.14,Cliff Green
1999,1.52,Cliff Green
2000,0.71,Cliff Green
2001,0,Cliff Green
2002,0,Cliff Green
2003,0.51,Cliff Green
2004,1.06,Cliff Green
2005,5.97,Cliff Green
2006,0.14,Cliff Green
2007,7.45,Cliff Green
2008,0.66,Cliff Green
2009,3.52,Cliff Green
2010,3.54,Cliff Green
2011,5.59,Cliff Green
2012,0.99,Cliff Green
2013,0.15,Cliff Green
2014,7.23,Cliff Green
2015,8.69,Cliff Green
2016,3.14,Cliff Green
2017,2.63,Cliff Green
2018,2.99,Cliff Green
2019,5.38,Cliff Green
2020,6.26,Cliff Green
2021,4.42,Cliff Green
2022,7.63,Cliff Green
2023,19.42,Cliff Green
2024,11.45,Cliff Green
2025,9.21,Cliff Green
1986,0,Western Head
1987,0.33,Western Head
1988,0,Western Head
1989,0.15,Western Head
1990,0,Western Head
1991,1.52,Western Head
1992,0,Western Head
1993,0.96,Western Head
1994,0,Western Head
1995,0,Western Head
1996,0,Western Head
1997,4,Western Head
1998,2.12,Western Head
1999,1.51,Western Head
2000,0.69,Western Head
2001,0,Western Head
2002,0,Western Head
2003,0.49,Western Head
2004,1.19,Western Head
2005,5.69,Western Head
2006,0.14,Western Head
2007,6.17,Western Head
2008,0.48,Western Head
2009,2.8,Western Head
2010,3.36,Western Head
2011,5.62,Western Head
2012,0.77,Western Head
2013,0.14,Western Head
2014,6.65,Western Head
2015,7.54,Western Head
2016,2.3,Western Head
2017,1.98,Western Head
2018,2.39,Western Head
2019,3.81,Western Head
2020,4.58,Western Head
2021,3.62,Western Head
2022,6.6,Western Head
2023,18.17,Western Head
2024,10.64,Western Head
2025,8.37,Western Head
1986,0,Lowe Shoal
1987,0.15,Lowe Shoal
1988,0,Lowe Shoal
1989,0.15,Lowe Shoal
1990,0,Lowe Shoal
1991,1.96,Lowe Shoal
1992,0,Lowe Shoal
1993,0.62,Lowe Shoal
1994,0,Lowe Shoal
1995,0,Lowe Shoal
1996,0,Lowe Shoal
1997,4.36,Lowe Shoal
1998,1.96,Lowe Shoal
1999,1.67,Lowe Shoal
2000,1.02,Lowe Shoal
2001,0,Lowe Shoal
2002,0,Lowe Shoal
2003,0.14,Lowe Shoal
2004,0,Lowe Shoal
2005,4.41,Lowe Shoal
2006,0,Lowe Shoal
2007,6.6,Lowe Shoal
2008,0.48,Lowe Shoal
2009,3.47,Lowe Shoal
2010,0,Lowe Shoal
2011,2.29,Lowe Shoal
2012,0,Lowe Shoal
2013,0,Lowe Shoal
2014,7.35,Lowe Shoal
2015,8.28,Lowe Shoal
2016,0,Lowe Shoal
2017,1.85,Lowe Shoal
2018,1.25,Lowe Shoal
2019,4.46,Lowe Shoal
2020,2.78,Lowe Shoal
2021,1.66,Lowe Shoal
2022,3.26,Lowe Shoal
2023,16.63,Lowe Shoal
2024,9.62,Lowe Shoal
2025,5.83,Lowe Shoal
1986,0,Smith Shoal
1987,0.15,Smith Shoal
1988,0,Smith Shoal
1989,0.15,Smith Shoal
1990,0,Smith Shoal
1991,1.98,Smith Shoal
1992,0,Smith Shoal
1993,0.63,Smith Shoal
1994,0,Smith Shoal
1995,0,Smith Shoal
1996,0,Smith Shoal
1997,4.4,Smith Shoal
1998,1.98,Smith Shoal
1999,1.69,Smith Shoal
2000,1.03,Smith Shoal
2001,0,Smith Shoal
2002,0,Smith Shoal
2003,0.3,Smith Shoal
2004,0,Smith Shoal
2005,4.75,Smith Shoal
2006,0,Smith Shoal
2007,6.89,Smith Shoal
2008,0.64,Smith Shoal
2009,3.98,Smith Shoal
2010,0,Smith Shoal
2011,2.79,Smith Shoal
2012,0.15,Smith Shoal
2013,0,Smith Shoal
2014,7.57,Smith Shoal
2015,8.41,Smith Shoal
2016,0,Smith Shoal
2017,1.85,Smith Shoal
2018,1.8,Smith Shoal
2019,5.45,Smith Shoal
2020,3.71,Smith Shoal
2021,2.17,Smith Shoal
2022,4.02,Smith Shoal
2023,17.39,Smith Shoal
2024,9.57,Smith Shoal
2025,6.42,Smith Shoal
1986,0,Palm Beach 4
1987,0.3,Palm Beach 4
1988,0,Palm Beach 4
1989,0,Palm Beach 4
1990,0,Palm Beach 4
1991,0,Palm Beach 4
1992,0,Palm Beach 4
1993,0,Palm Beach 4
1994,0,Palm Beach 4
1995,0,Palm Beach 4
1996,0,Palm Beach 4
1997,0.44,Palm Beach 4
1998,0.72,Palm Beach 4
1999,0.14,Palm Beach 4
2000,0,Palm Beach 4
2001,0,Palm Beach 4
2002,0,Palm Beach 4
2003,0,Palm Beach 4
2004,0.16,Palm Beach 4
2005,2.79,Palm Beach 4
2006,0,Palm Beach 4
2007,0.46,Palm Beach 4
2008,0,Palm Beach 4
2009,0,Palm Beach 4
2010,0.32,Palm Beach 4
2011,0.75,Palm Beach 4
2012,0,Palm Beach 4
2013,0,Palm Beach 4
2014,1.01,Palm Beach 4
2015,0.6,Palm Beach 4
2016,0,Palm Beach 4
2017,0,Palm Beach 4
2018,0,Palm Beach 4
2019,0.45,Palm Beach 4
2020,0,Palm Beach 4
2021,0,Palm Beach 4
2022,2.15,Palm Beach 4
2023,12.23,Palm Beach 4
2024,4.13,Palm Beach 4
2025,6.03,Palm Beach 4
1986,0,Palm Beach 5
1987,0.3,Palm Beach 5
1988,0,Palm Beach 5
1989,0,Palm Beach 5
1990,0,Palm Beach 5
1991,0,Palm Beach 5
1992,0,Palm Beach 5
1993,0,Palm Beach 5
1994,0,Palm Beach 5
1995,0,Palm Beach 5
1996,0,Palm Beach 5
1997,0.44,Palm Beach 5
1998,0.71,Palm Beach 5
1999,0.14,Palm Beach 5
2000,0,Palm Beach 5
2001,0,Palm Beach 5
2002,0,Palm Beach 5
2003,0,Palm Beach 5
2004,0.16,Palm Beach 5
2005,2.82,Palm Beach 5
2006,0,Palm Beach 5
2007,0.46,Palm Beach 5
2008,0,Palm Beach 5
2009,0,Palm Beach 5
2010,0.32,Palm Beach 5
2011,0.75,Palm Beach 5
2012,0,Palm Beach 5
2013,0,Palm Beach 5
2014,1.16,Palm Beach 5
2015,0.75,Palm Beach 5
2016,0,Palm Beach 5
2017,0,Palm Beach 5
2018,0,Palm Beach 5
2019,0.44,Palm Beach 5
2020,0,Palm Beach 5
2021,0,Palm Beach 5
2022,2.15,Palm Beach 5
2023,12.26,Palm Beach 5
2024,3.7,Palm Beach 5
2025,6.21,Palm Beach 5
1986,0,Palm Beach 1
1987,0.15,Palm Beach 1
1988,0,Palm Beach 1
1989,0,Palm Beach 1
1990,0,Palm Beach 1
1991,0,Palm Beach 1
1992,0,Palm Beach 1
1993,0,Palm Beach 1
1994,0,Palm Beach 1
1995,0,Palm Beach 1
1996,0,Palm Beach 1
1997,0.45,Palm Beach 1
1998,0.89,Palm Beach 1
1999,0,Palm Beach 1
2000,0,Palm Beach 1
2001,0,Palm Beach 1
2002,0,Palm Beach 1
2003,0,Palm Beach 1
2004,0,Palm Beach 1
2005,2.6,Palm Beach 1
2006,0,Palm Beach 1
2007,0.29,Palm Beach 1
2008,0,Palm Beach 1
2009,0,Palm Beach 1
2010,0.47,Palm Beach 1
2011,0.45,Palm Beach 1
2012,0,Palm Beach 1
2013,0,Palm Beach 1
2014,1.11,Palm Beach 1
2015,0,Palm Beach 1
2016,0,Palm Beach 1
2017,0,Palm Beach 1
2018,0,Palm Beach 1
2019,0.44,Palm Beach 1
2020,0,Palm Beach 1
2021,0,Palm Beach 1
2022,1.75,Palm Beach 1
2023,10.96,Palm Beach 1
2024,3.47,Palm Beach 1
2025,4.86,Palm Beach 1
1986,0,Palm Beach 2
1987,0.15,Palm Beach 2
1988,0,Palm Beach 2
1989,0,Palm Beach 2
1990,0,Palm Beach 2
1991,0,Palm Beach 2
1992,0,Palm Beach 2
1993,0,Palm Beach 2
1994,0,Palm Beach 2
1995,0,Palm Beach 2
1996,0,Palm Beach 2
1997,0.45,Palm Beach 2
1998,0.88,Palm Beach 2
1999,0,Palm Beach 2
2000,0,Palm Beach 2
2001,0,Palm Beach 2
2002,0,Palm Beach 2
2003,0,Palm Beach 2
2004,0,Palm Beach 2
2005,2.45,Palm Beach 2
2006,0,Palm Beach 2
2007,0.29,Palm Beach 2
2008,0,Palm Beach 2
2009,0,Palm Beach 2
2010,0.47,Palm Beach 2
2011,0.31,Palm Beach 2
2012,0,Palm Beach 2
2013,0,Palm Beach 2
2014,0.97,Palm Beach 2
2015,0.29,Palm Beach 2
2016,0,Palm Beach 2
2017,0,Palm Beach 2
2018,0,Palm Beach 2
2019,0.3,Palm Beach 2
2020,0,Palm Beach 2
2021,0,Palm Beach 2
2022,1.77,Palm Beach 2
2023,11.11,Palm Beach 2
2024,3.64,Palm Beach 2
2025,5.05,Palm Beach 2
1986,0,Palm Beach 3
1987,0.15,Palm Beach 3
1988,0,Palm Beach 3
1989,0,Palm Beach 3
1990,0,Palm Beach 3
1991,0,Palm Beach 3
1992,0,Palm Beach 3
1993,0,Palm Beach 3
1994,0,Palm Beach 3
1995,0,Palm Beach 3
1996,0,Palm Beach 3
1997,0.45,Palm Beach 3
1998,0.89,Palm Beach 3
1999,0,Palm Beach 3
2000,0,Palm Beach 3
2001,0,Palm Beach 3
2002,0,Palm Beach 3
2003,0,Palm Beach 3
2004,0,Palm Beach 3
2005,2.6,Palm Beach 3
2006,0,Palm Beach 3
2007,0.29,Palm Beach 3
2008,0,Palm Beach 3
2009,0,Palm Beach 3
2010,0.47,Palm Beach 3
2011,0.45,Palm Beach 3
2012,0,Palm Beach 3
2013,0,Palm Beach 3
2014,1.11,Palm Beach 3
2015,0,Palm Beach 3
2016,0,Palm Beach 3
2017,0,Palm Beach 3
2018,0,Palm Beach 3
2019,0.44,Palm Beach 3
2020,0,Palm Beach 3
2021,0,Palm Beach 3
2022,1.75,Palm Beach 3
2023,10.96,Palm Beach 3
2024,3.47,Palm Beach 3
2025,4.86,Palm Beach 3
1986,0,Half Good
1987,0.3,Half Good
1988,0,Half Good
1989,0.15,Half Good
1990,0,Half Good
1991,1.54,Half Good
1992,0,Half Good
1993,0.79,Half Good
1994,0,Half Good
1995,0,Half Good
1996,0,Half Good
1997,4.25,Half Good
1998,2.08,Half Good
1999,1.65,Half Good
2000,0.7,Half Good
2001,0,Half Good
2002,0,Half Good
2003,1.28,Half Good
2004,1.4,Half Good
2005,6.04,Half Good
2006,0.14,Half Good
2007,6.98,Half Good
2008,0.82,Half Good
2009,3.78,Half Good
2010,2.69,Half Good
2011,5.7,Half Good
2012,0.59,Half Good
2013,0,Half Good
2014,7.42,Half Good
2015,8.63,Half Good
2016,0.76,Half Good
2017,1.98,Half Good
2018,2.26,Half Good
2019,5.08,Half Good
2020,4.85,Half Good
2021,3.28,Half Good
2022,6.79,Half Good
2023,18.77,Half Good
2024,11.9,Half Good
2025,7.99,Half Good
1986,0,Hammie
1987,0.3,Hammie
1988,0,Hammie
1989,0.15,Hammie
1990,0,Hammie
1991,1.54,Hammie
1992,0,Hammie
1993,0.79,Hammie
1994,0,Hammie
1995,0,Hammie
1996,0,Hammie
1997,4.25,Hammie
1998,2.08,Hammie
1999,1.65,Hammie
2000,0.7,Hammie
2001,0,Hammie
2002,0,Hammie
2003,1.28,Hammie
2004,1.4,Hammie
2005,6.04,Hammie
2006,0.14,Hammie
2007,6.98,Hammie
2008,0.82,Hammie
2009,3.78,Hammie
2010,2.69,Hammie
2011,5.7,Hammie
2012,0.59,Hammie
2013,0,Hammie
2014,7.42,Hammie
2015,8.63,Hammie
2016,0.76,Hammie
2017,1.98,Hammie
2018,2.26,Hammie
2019,5.08,Hammie
2020,4.85,Hammie
2021,3.28,Hammie
2022,6.79,Hammie
2023,18.77,Hammie
2024,11.9,Hammie
2025,7.99,Hammie
1986,0,Ruby Oasis
1987,0.15,Ruby Oasis
1988,0,Ruby Oasis
1989,0.15,Ruby Oasis
1990,0,Ruby Oasis
1991,1.52,Ruby Oasis
1992,0,Ruby Oasis
1993,0.64,Ruby Oasis
1994,0,Ruby Oasis
1995,0,Ruby Oasis
1996,0,Ruby Oasis
1997,4.24,Ruby Oasis
1998,2.05,Ruby Oasis
1999,1.8,Ruby Oasis
2000,0.7,Ruby Oasis
2001,0,Ruby Oasis
2002,0,Ruby Oasis
2003,1.43,Ruby Oasis
2004,1.37,Ruby Oasis
2005,5.8,Ruby Oasis
2006,0.15,Ruby Oasis
2007,6.96,Ruby Oasis
2008,0.97,Ruby Oasis
2009,3.32,Ruby Oasis
2010,2.06,Ruby Oasis
2011,5.56,Ruby Oasis
2012,0,Ruby Oasis
2013,0,Ruby Oasis
2014,7.67,Ruby Oasis
2015,8.44,Ruby Oasis
2016,0.14,Ruby Oasis
2017,2.01,Ruby Oasis
2018,1.61,Ruby Oasis
2019,4.9,Ruby Oasis
2020,4.43,Ruby Oasis
2021,3.05,Ruby Oasis
2022,6.25,Ruby Oasis
2023,18.3,Ruby Oasis
2024,11.56,Ruby Oasis
2025,7.7,Ruby Oasis
1986,0,Barreled
1987,0.15,Barreled
1988,0,Barreled
1989,0.15,Barreled
1990,0,Barreled
1991,1.52,Barreled
1992,0,Barreled
1993,0.64,Barreled
1994,0,Barreled
1995,0,Barreled
1996,0,Barreled
1997,4.24,Barreled
1998,2.05,Barreled
1999,1.8,Barreled
2000,0.7,Barreled
2001,0,Barreled
2002,0,Barreled
2003,1.43,Barreled
2004,1.37,Barreled
2005,5.8,Barreled
2006,0.15,Barreled
2007,6.96,Barreled
2008,0.97,Barreled
2009,3.32,Barreled
2010,2.06,Barreled
2011,5.56,Barreled
2012,0,Barreled
2013,0,Barreled
2014,7.67,Barreled
2015,8.44,Barreled
2016,0.14,Barreled
2017,2.01,Barreled
2018,1.61,Barreled
2019,4.9,Barreled
2020,4.43,Barreled
2021,3.05,Barreled
2022,6.25,Barreled
2023,18.3,Barreled
2024,11.56,Barreled
2025,7.7,Barreled
1986,0,Big Eye
1987,0.15,Big Eye
1988,0,Big Eye
1989,0.15,Big Eye
1990,0,Big Eye
1991,1.51,Big Eye
1992,0,Big Eye
1993,0.63,Big Eye
1994,0,Big Eye
1995,0,Big Eye
1996,0,Big Eye
1997,4.22,Big Eye
1998,2.02,Big Eye
1999,1.95,Big Eye
2000,0.7,Big Eye
2001,0,Big Eye
2002,0,Big Eye
2003,1.15,Big Eye
2004,1.19,Big Eye
2005,5.68,Big Eye
2006,0.15,Big Eye
2007,6.74,Big Eye
2008,0.83,Big Eye
2009,3.15,Big Eye
2010,1.74,Big Eye
2011,5.28,Big Eye
2012,0,Big Eye
2013,0,Big Eye
2014,7.46,Big Eye
2015,8.5,Big Eye
2016,0,Big Eye
2017,2.04,Big Eye
2018,1.26,Big Eye
2019,4.24,Big Eye
2020,4.26,Big Eye
2021,2.25,Big Eye
2022,5.71,Big Eye
2023,18.06,Big Eye
2024,10.65,Big Eye
2025,7.58,Big Eye
1986,0,Suddenly Good
1987,0.15,Suddenly Good
1988,0,Suddenly Good
1989,0.14,Suddenly Good
1990,0,Suddenly Good
1991,1.5,Suddenly Good
1992,0,Suddenly Good
1993,0.49,Suddenly Good
1994,0,Suddenly Good
1995,0,Suddenly Good
1996,0,Suddenly Good
1997,4.21,Suddenly Good
1998,2.01,Suddenly Good
1999,1.96,Suddenly Good
2000,0.7,Suddenly Good
2001,0,Suddenly Good
2002,0,Suddenly Good
2003,1.15,Suddenly Good
2004,1.17,Suddenly Good
2005,5.56,Suddenly Good
2006,0.15,Suddenly Good
2007,6.51,Suddenly Good
2008,0.68,Suddenly Good
2009,3.25,Suddenly Good
2010,1.44,Suddenly Good
2011,5.05,Suddenly Good
2012,0,Suddenly Good
2013,0,Suddenly Good
2014,7.41,Suddenly Good
2015,8.57,Suddenly Good
2016,0,Suddenly Good
2017,2.33,Suddenly Good
2018,0.79,Suddenly Good
2019,4.15,Suddenly Good
2020,4.08,Suddenly Good
2021,2.2,Suddenly Good
2022,5.8,Suddenly Good
2023,17.73,Suddenly Good
2024,10.7,Suddenly Good
2025,7.71,Suddenly Good
1986,0,Twilight
1987,0.15,Twilight
1988,0,Twilight
1989,0.14,Twilight
1990,0,Twilight
1991,1.5,Twilight
1992,0,Twilight
1993,0.49,Twilight
1994,0,Twilight
1995,0,Twilight
1996,0,Twilight
1997,4.21,Twilight
1998,2.01,Twilight
1999,1.96,Twilight
2000,0.7,Twilight
2001,0,Twilight
2002,0,Twilight
2003,1.15,Twilight
2004,1.17,Twilight
2005,5.56,Twilight
2006,0.15,Twilight
2007,6.51,Twilight
2008,0.68,Twilight
2009,3.25,Twilight
2010,1.44,Twilight
2011,5.05,Twilight
2012,0,Twilight
2013,0,Twilight
2014,7.41,Twilight
2015,8.57,Twilight
2016,0,Twilight
2017,2.33,Twilight
2018,0.79,Twilight
2019,4.15,Twilight
2020,4.08,Twilight
2021,2.2,Twilight
2022,5.8,Twilight
2023,17.73,Twilight
2024,10.7,Twilight
2025,7.71,Twilight
1986,0,Wrasseland
1987,0.15,Wrasseland
1988,0,Wrasseland
1989,0.14,Wrasseland
1990,0,Wrasseland
1991,1.5,Wrasseland
1992,0,Wrasseland
1993,0.49,Wrasseland
1994,0,Wrasseland
1995,0,Wrasseland
1996,0,Wrasseland
1997,4.21,Wrasseland
1998,2.01,Wrasseland
1999,1.96,Wrasseland
2000,0.7,Wrasseland
2001,0,Wrasseland
2002,0,Wrasseland
2003,1.15,Wrasseland
2004,1.17,Wrasseland
2005,5.56,Wrasseland
2006,0.15,Wrasseland
2007,6.51,Wrasseland
2008,0.68,Wrasseland
2009,3.25,Wrasseland
2010,1.44,Wrasseland
2011,5.05,Wrasseland
2012,0,Wrasseland
2013,0,Wrasseland
2014,7.41,Wrasseland
2015,8.57,Wrasseland
2016,0,Wrasseland
2017,2.33,Wrasseland
2018,0.79,Wrasseland
2019,4.15,Wrasseland
2020,4.08,Wrasseland
2021,2.2,Wrasseland
2022,5.8,Wrasseland
2023,17.73,Wrasseland
2024,10.7,Wrasseland
2025,7.71,Wrasseland
1986,0,Rawa Reef
1987,0.34,Rawa Reef
1988,0,Rawa Reef
1989,0,Rawa Reef
1990,0,Rawa Reef
1991,0.72,Rawa Reef
1992,0,Rawa Reef
1993,0.82,Rawa Reef
1994,0,Rawa Reef
1995,0,Rawa Reef
1996,0,Rawa Reef
1997,3.96,Rawa Reef
1998,3.03,Rawa Reef
1999,1.92,Rawa Reef
2000,1.22,Rawa Reef
2001,0.37,Rawa Reef
2002,0.52,Rawa Reef
2003,0.77,Rawa Reef
2004,2.32,Rawa Reef
2005,6.47,Rawa Reef
2006,0.3,Rawa Reef
2007,7.25,Rawa Reef
2008,0.77,Rawa Reef
2009,4.14,Rawa Reef
2010,5.39,Rawa Reef
2011,3.83,Rawa Reef
2012,1.18,Rawa Reef
2013,0.15,Rawa Reef
2014,6.08,Rawa Reef
2015,5.9,Rawa Reef
2016,4.75,Rawa Reef
2017,3.06,Rawa Reef
2018,3.88,Rawa Reef
2019,5.02,Rawa Reef
2020,7.45,Rawa Reef
2021,4.23,Rawa Reef
2022,6.96,Rawa Reef
2023,19.9,Rawa Reef
2024,10.43,Rawa Reef
2025,9.34,Rawa Reef
1986,0,Tennessee Shallow
1987,0.17,Tennessee Shallow
1988,0,Tennessee Shallow
1989,0,Tennessee Shallow
1990,0,Tennessee Shallow
1991,0.71,Tennessee Shallow
1992,0,Tennessee Shallow
1993,0.92,Tennessee Shallow
1994,0,Tennessee Shallow
1995,0,Tennessee Shallow
1996,0,Tennessee Shallow
1997,4.02,Tennessee Shallow
1998,2.1,Tennessee Shallow
1999,1.61,Tennessee Shallow
2000,1.13,Tennessee Shallow
2001,0.33,Tennessee Shallow
2002,0.15,Tennessee Shallow
2003,0.15,Tennessee Shallow
2004,0.86,Tennessee Shallow
2005,4.21,Tennessee Shallow
2006,0,Tennessee Shallow
2007,4.19,Tennessee Shallow
2008,0.16,Tennessee Shallow
2009,1.9,Tennessee Shallow
2010,2.29,Tennessee Shallow
2011,2.62,Tennessee Shallow
2012,0.32,Tennessee Shallow
2013,0,Tennessee Shallow
2014,4.61,Tennessee Shallow
2015,4.38,Tennessee Shallow
2016,1.69,Tennessee Shallow
2017,1.27,Tennessee Shallow
2018,2.16,Tennessee Shallow
2019,2.22,Tennessee Shallow
2020,4.03,Tennessee Shallow
2021,2.44,Tennessee Shallow
2022,5.5,Tennessee Shallow
2023,17.76,Tennessee Shallow
2024,7.88,Tennessee Shallow
2025,7.74,Tennessee Shallow
1986,0,Tennessee Deep
1987,0.16,Tennessee Deep
1988,0,Tennessee Deep
1989,0,Tennessee Deep
1990,0,Tennessee Deep
1991,0.72,Tennessee Deep
1992,0,Tennessee Deep
1993,0.95,Tennessee Deep
1994,0,Tennessee Deep
1995,0,Tennessee Deep
1996,0,Tennessee Deep
1997,4.21,Tennessee Deep
1998,2.59,Tennessee Deep
1999,1.63,Tennessee Deep
2000,1.17,Tennessee Deep
2001,0.34,Tennessee Deep
2002,0.45,Tennessee Deep
2003,0.61,Tennessee Deep
2004,1.95,Tennessee Deep
2005,5.79,Tennessee Deep
2006,0.29,Tennessee Deep
2007,5.86,Tennessee Deep
2008,0.36,Tennessee Deep
2009,3.26,Tennessee Deep
2010,4.31,Tennessee Deep
2011,3.45,Tennessee Deep
2012,0.85,Tennessee Deep
2013,0,Tennessee Deep
2014,5.45,Tennessee Deep
2015,5.35,Tennessee Deep
2016,4.38,Tennessee Deep
2017,2.47,Tennessee Deep
2018,3.19,Tennessee Deep
2019,4.2,Tennessee Deep
2020,6.13,Tennessee Deep
2021,3.72,Tennessee Deep
2022,6.6,Tennessee Deep
2023,19.69,Tennessee Deep
2024,9.46,Tennessee Deep
2025,8.76,Tennessee Deep
1986,0,Conch Shallow
1987,0.3,Conch Shallow
1988,0,Conch Shallow
1989,0,Conch Shallow
1990,0,Conch Shallow
1991,0.32,Conch Shallow
1992,0,Conch Shallow
1993,0.45,Conch Shallow
1994,0,Conch Shallow
1995,0,Conch Shallow
1996,0,Conch Shallow
1997,3.46,Conch Shallow
1998,1.92,Conch Shallow
1999,1.34,Conch Shallow
2000,0.44,Conch Shallow
2001,0,Conch Shallow
2002,0,Conch Shallow
2003,0.15,Conch Shallow
2004,1.01,Conch Shallow
2005,4.94,Conch Shallow
2006,0,Conch Shallow
2007,3.19,Conch Shallow
2008,0.3,Conch Shallow
2009,1.24,Conch Shallow
2010,3.21,Conch Shallow
2011,2.5,Conch Shallow
2012,0.31,Conch Shallow
2013,0,Conch Shallow
2014,4.87,Conch Shallow
2015,4.8,Conch Shallow
2016,2.21,Conch Shallow
2017,2.6,Conch Shallow
2018,1.83,Conch Shallow
2019,3.4,Conch Shallow
2020,5.22,Conch Shallow
2021,2.24,Conch Shallow
2022,6.01,Conch Shallow
2023,17.07,Conch Shallow
2024,8.29,Conch Shallow
2025,8.71,Conch Shallow
1986,0,Conch Deep
1987,0.3,Conch Deep
1988,0,Conch Deep
1989,0,Conch Deep
1990,0,Conch Deep
1991,0.32,Conch Deep
1992,0,Conch Deep
1993,0.45,Conch Deep
1994,0,Conch Deep
1995,0,Conch Deep
1996,0,Conch Deep
1997,3.46,Conch Deep
1998,1.92,Conch Deep
1999,1.34,Conch Deep
2000,0.44,Conch Deep
2001,0,Conch Deep
2002,0,Conch Deep
2003,0.15,Conch Deep
2004,1.01,Conch Deep
2005,4.94,Conch Deep
2006,0,Conch Deep
2007,3.19,Conch Deep
2008,0.3,Conch Deep
2009,1.24,Conch Deep
2010,3.21,Conch Deep
2011,2.5,Conch Deep
2012,0.31,Conch Deep
2013,0,Conch Deep
2014,4.87,Conch Deep
2015,4.8,Conch Deep
2016,2.21,Conch Deep
2017,2.6,Conch Deep
2018,1.83,Conch Deep
2019,3.4,Conch Deep
2020,5.22,Conch Deep
2021,2.24,Conch Deep
2022,6.01,Conch Deep
2023,17.07,Conch Deep
2024,8.29,Conch Deep
2025,8.71,Conch Deep
1986,0,Funky Town
1987,0.15,Funky Town
1988,0,Funky Town
1989,0,Funky Town
1990,0,Funky Town
1991,1.4,Funky Town
1992,0,Funky Town
1993,0.32,Funky Town
1994,0,Funky Town
1995,0,Funky Town
1996,0,Funky Town
1997,3.19,Funky Town
1998,1.98,Funky Town
1999,2.11,Funky Town
2000,0.7,Funky Town
2001,0,Funky Town
2002,0,Funky Town
2003,0.31,Funky Town
2004,0.96,Funky Town
2005,3.29,Funky Town
2006,0,Funky Town
2007,2.81,Funky Town
2008,0,Funky Town
2009,1.59,Funky Town
2010,0.92,Funky Town
2011,3.9,Funky Town
2012,0,Funky Town
2013,0,Funky Town
2014,5.79,Funky Town
2015,7.06,Funky Town
2016,0,Funky Town
2017,0.15,Funky Town
2018,0,Funky Town
2019,1.94,Funky Town
2020,1.22,Funky Town
2021,0.75,Funky Town
2022,4.23,Funky Town
2023,14.78,Funky Town
2024,7.62,Funky Town
2025,7.76,Funky Town
1986,0,Megalopolis
1987,0,Megalopolis
1988,0,Megalopolis
1989,0,Megalopolis
1990,0,Megalopolis
1991,1.44,Megalopolis
1992,0,Megalopolis
1993,0.47,Megalopolis
1994,0,Megalopolis
1995,0,Megalopolis
1996,0,Megalopolis
